president_year,sentence,label
Duterte-2017,"accelerating implementation communications, navigation, surveillance air traffic management system project, result ontime arrivals departures, better managed air traffic, reduced flight operating costs, safer convenient travel experience.",
Duterte-2017,"revenues lifeblood government, enable us provide peoples needs.",
Duterte-2017,"last , , achieved first step towards equitable taxes fund better services people.",
Duterte-2017,"commend house representatives heeding urgent certification tax reform passing first five packages comprehensive tax reform program overwhelming votes, representing almost percent filipino people.",
Duterte-2017,fate tax reform hands senate.,
Duterte-2017,"bang gustong ninyong gawain, magluhod niyan well, really ill leave you.",
Duterte-2017,filipinos.,
Duterte-2017,"think thats waste, fine.",
Duterte-2017,"think its good, its okay me.",
Duterte-2017,survive.,
Duterte-2017,call senate support tax reform full pass without haste .,
Duterte-2017,"ayaw man magpakpak — ah pati si wala, clapping so.",
Duterte-2017,si angara ayaw rin mag clap.,
Duterte-2017,bantay lang election tingnan mo.,
Duterte-2017,"reforms designed propoor, especially people understand revenues spent.",
Duterte-2017,passage tax reform law needed fund proposed budget submitting today.,
Duterte-2017,poor vulnerable heart tax reform.,
Duterte-2017,full support ensure benefits tax reform felt immediately them.,
Duterte-2017,"meantime, department finance bureau internal revenue strengthening running tax evaders.",
Duterte-2017,directed department finance bir accept mighty corporations offer billion settle tax liabilities.,
Duterte-2017,"settlement, mighty longer engage tobacco business.",
Duterte-2017,biggest tax settlement record.,
Duterte-2017,"produce windfall government, significant, since face unexpected costs rebuilding marawi ormoc.",
Duterte-2017,acceptance tax settlement offer preclude criminal charges company bir decide file.,
Duterte-2017,"settlement allow government avoid long battle that, saw previous cases, could take years resolve.",
Duterte-2017,let lesson others.,
Duterte-2017,administration spare one found cheating government due.,
Duterte-2017,view information communications technology ict effective medium implement positive meaningful changes society.,
Duterte-2017,"end, cabinet approved national broadband plan begin work bringing affordable internet access every community improving broadband connectivity country.",
Duterte-2017,also installed free wifi internet almost public places around country.,
Duterte-2017,hope public use access important information services.,
Duterte-2017,"national government portal, launched recently, allow faster easier delivery public services reduce number visits public agencies government transactions.",
Duterte-2017,digital terrestrial television broadcasting migration plan also launched.,
Duterte-2017,switch digital analog transmission give better tv viewing experience also provide effective reliable information filipinos times calamities.,
Duterte-2017,"governmentowned salaam digital tv, first muslim tv philippines, already test broadcasting.",
Duterte-2017,things done past twelve months.,
Duterte-2017,"detailed narrative contained report people, released soon.",
Duterte-2017,whether first year administration year gains year setbacks say people judge.,
Duterte-2017,defer peoples judgment .,
Duterte-2017,"fellow citizens, much remains done.",
Duterte-2017,corruption persists like fishbone stuck throat.,
Duterte-2017,pains disconcerting.,
Duterte-2017,need pry corruption government corpus deeply embedded.,
Duterte-2017,also need put end squabbles bickerings within agencies focus fully speedy provision quality public services people.,
Duterte-2017,"believe me, easier build scratch dismantle rotten rebuild upon rubble.",
Duterte-2017,"nevertheless, let us work together lay new foundation upon better philippines reconstructed.",
Duterte-2017,help build better tomorrow.,
Duterte-2017,let end ninyo uwi ninyo kwento akong ikwento inyo.,
Duterte-2017,let end wishing everyone language old ―may god keep us forever sheltered hollow hand.ǁ salamat.,
Duterte-2017,— end —,
Duterte-2018,state nation address rodrigo roa duterte president philippines congress philippines kindly sit down.,
Duterte-2018,thank courtesy.,
Duterte-2018,"senate president vicente sotto iii members senate house speaker pantaleon alvarez members house representatives vice president maria leonor robredo former presidents fidel v. ramos, joseph ejercito estrada, gloria macapagal arroyo excellency gabriele caccia esteemed members diplomatic corps executive secretary salvador medialdea members cabinet acting chief justice antonio carpio justices supreme court fellow workers government kababayan.",
Duterte-2018,"two years ago, solemnly took oath worker national government.",
Duterte-2018,"inspired institute real changes greater good filipino people, greatly overwhelmed daunting challenges lay ahead.",
Duterte-2018,"two years later, solid commitment directly decisively address nations collective challenges remains.",
Duterte-2018,wavered.,
Duterte-2018,"truth, even gotten stronger adversity desire give people can, within term government.",
Duterte-2018,let begin putting bluntly war illegal drugs far over.,
Duterte-2018,"before, war resulted seizure illegal drugs worth millions pesos, today, run billions peso value.",
Duterte-2018,"shudder harm drugs could caused reached streets every province, city, municipality, barangay community throughout country.",
Duterte-2018,illegal drugs war sidelined.,
Duterte-2018,"instead, relentless chilling, will, day began.",
Duterte-2018,drug dealers know fully well business law.,
Duterte-2018,"know consequences criminal acts, especially caught flagrante delicto violently resist arrest.",
Duterte-2018,"know illegal drugs waste away lives, dysfunctionalize families, ruin relationships.",
Duterte-2018,"know hooked, addicts die slowly — slow deaths.",
Duterte-2018,"yet, persist do, oblivious terrible harm cause people communities.",
Duterte-2018,"illegal drug operations turn nasty bloody, advocates human rights lash at—and pillory—our law enforcers administration end.",
Duterte-2018,"sadly, yet hear really howls protest human rights advocates church leaders druglordism, drug dealing drug pushing forceful vociferous ones directed alleged errant enforcers fight social scourge.",
Duterte-2018,"think dissuaded continuing fight demonstrations, protests, find, way, misdirected, got wrong.",
Duterte-2018,"concern human rights, mine human lives.",
Duterte-2018,"lives youth wasted families destroyed, chemicals called shabu, cocaine, cannabis, heroine.",
Duterte-2018,"human rights means giving filipinos, especially societys fringes, decent dignified future social physical infrastructures necessary better lives.",
Duterte-2018,"lives freedoms hardearned property every filipino whose condition wish improve shall protected criminals, terrorists, corrupt officials, traffickers contrabands.",
Duterte-2018,worry present concerned present future.,
Duterte-2018,worry future know crimes youth country.,
Duterte-2018,"stopped, crimes make human cesspools succeeding generations.",
Duterte-2018,allow happen.,
Duterte-2018,term.,
Duterte-2018,"time again, stressed corruption must stop.",
Duterte-2018,corruption like leech bleeds government funds programmed infrastructure social development projects.,
Duterte-2018,saps morale morale dedicated honest government workers.,
Duterte-2018,corruption destroys succumb temptation eventually innocent suffer bear horrible consequences.,
Duterte-2018,love money corrosive.,
Duterte-2018,"sadly, desire make easy kind imaginative manipulative, corrupts absolutely.",
Duterte-2018,stolen wealth make thief respectable.,
Duterte-2018,neither trappings wealth mask cap stink thievery exudes.,
Duterte-2018,"one day, justice catch steal government funds.",
Duterte-2018,"day comes, public retribution.",
Duterte-2018,"run steal peoples money, also enhancing governments delivery frontline services.",
Duterte-2018,"thank congress swift passage ease business , significant fight corruption improving service delivery.",
Duterte-2018,need sustain momentum.,
Duterte-2018,hereby direct government units — makinig sana kayo — government agencies faithfully implement law simply simplify process.,
Duterte-2018,hinihingi ho yan nasa gobyerno control supervision.,
Duterte-2018,ho kayong magkamali.,
Duterte-2018,"particularly call attention agencies number red taperelated reports public, make services truly customerfriendly.",
Duterte-2018,"people deserve efficient, effective, responsive government services.",
Duterte-2018,deserve nothing less.,
Duterte-2018,kayo lang ayaw eh.,
Duterte-2018,"tao kayo yung binabayaran, make living pockets people, lousy corrupt bureaucracy.",
Duterte-2018,friends political supporters appointed public office dismissed caused resign.,
Duterte-2018,need mention names recount circumstances surrounding removal resignation.,
Duterte-2018,media amply reported that.,
Duterte-2018,"value friendship, make mistake it.",
Duterte-2018,limits.,
Duterte-2018,lonely place hemmed in.,
Duterte-2018,make lonelier forcing end friendship gave reason end it.,
Duterte-2018,pains end — loss friendships.,
Duterte-2018,appeal help cause friendship endure.,
Duterte-2018,"long remember, bulk income generated mindanao used remitted we, mindanao, refer imperial manila fund national projects primarily metro manila area, leaving pittance mindanao share thereof.",
Duterte-2018,"mindanao dubbed the land promise, mindanaoans say derision got government years promises, promises promises.",
Duterte-2018,"aim rectify derisive observation and, matter fact, process fulfilling promise significant increases budget mindanao.",
Duterte-2018,"end term, hope see promise mindanao fulfilled, least, approaching fulfillment.",
Duterte-2018,"may, mindanao pauses crossroads history.",
Duterte-2018,"one road leads harmony peace other, war human suffering.",
Duterte-2018,"despite said bangsamoro organic law sectoral groups, make solemn commitment administration never deny muslim brothers sisters basic legal tools chart destiny within constitutional framework country.",
Duterte-2018,approved version transmitted received office law passed actually intend to give hours sign ratify law.,
Duterte-2018,babasahin pipirmahan.,
Duterte-2018,baka isiningit kayo diyan maganda — ibang tao.,
Duterte-2018,need loads understanding patience endure overcome birth pangs pains new beginning.,
Duterte-2018,"me, war option.",
Duterte-2018,catastrophe marawi.,
Duterte-2018,"seen horror, devastation, human toll displacement christians muslims alike.",
Duterte-2018,made pledge isis terrorists groups allies never gain foothold country.,
Duterte-2018,"yet, remained decimated mauteisis group marawi finally saw error ways expressed desire reintegrated society, welcomed open arms embarked genuine efforts embrace peaceful, productive life them.",
Duterte-2018,"owe fallen soldiers police officers marawi elsewhere put end bloodshed seek path true peace—a peace last beyond lifetime, whose dividends children reap.",
Duterte-2018,"international relations, shall continue assert pursue independent foreign policy.",
Duterte-2018,longterm national development national security goals come first.,
Duterte-2018,shall continue reach nations regardless prevailing political persuasions proximity distance shores long nations wish us well.,
Duterte-2018,"stronger bonds asean friends made possible trilateral border patrols indonesia malaysia, since put business sea pirates, piracy terrorists used infest shared seas.",
Duterte-2018,testament readiness country good neighbors make regional peace security shared responsibility.,
Duterte-2018,successfully hosted asean anniversary asean summit last november .,
Duterte-2018,shown world capable work together.,
Duterte-2018,asean events showcased worldrenowned filipino hospitality organizational capabilities also artistic talent.,
Duterte-2018,"would like commend organizing council led less executive secretary, salvador medialdea.",
Duterte-2018,reenergized relations china also led unprecedented level cooperation nations war transnational crimes.,
Duterte-2018,shared intelligence led discovery dismantling clandestine shabu laboratories arrest chinese chemists dragon organization called wu syndicate.,
Duterte-2018,"improved relationship china, however, mean waver commitment defend interests west philippine sea.",
Duterte-2018,engage china bilateral multilateral platforms aseanchina philippines china bilateral consultation mechanism.,
